index Year TotalTDFDistance Stages Start End "Winner of stage" Leader "Yellow Jersey" "Polka-dot jersey" "Green jersey" "White jersey"
1498 1983 3809 18 Bourg-d'Oisans Morzine "Jacques Michaud  (Coop-Mercier-Mavic)" NA "Laurent Fignon" Nan Nan NA
1499 1983 3809 19 Morzine Avoriaz "Lucien Van Impe  (Metaurobili-Pinarello)" NA "Laurent Fignon" Nan Nan NA
1500 1983 3809 20 Morzine Dijon "Philippe Leleu  (Wolber)" NA "Laurent Fignon" Nan Nan NA
1501 1983 3809 21 Dijon Dijon "Laurent Fignon  (Renault-Elf-Gitane)" NA "Laurent Fignon" Nan Nan NA
1502 1983 3809 22 Alfortville Paris "Gilbert Glaus  (Cilo-Aufina)" NA "Laurent Fignon" "Lucien Van Impe" "Sean Kelly" NA
1503 1984 4021 0 Montreuil Noisy-le-Sec "Bernard Hinault  (La Vie Claire-Terraillon)" NA "Bernard Hinault" Nan Nan Nan
1504 1984 4021 1 Bondy Saint-Denis "Frank Hoste  (Boule D'Or-Europ Decor-Eddy Merckx)" NA "Hennie Kuiper" Nan Nan Nan
1505 1984 4021 2 Bobigny Louvroil "Marc Madiot  (Renault-Elf)" NA "Jacques Hanegraaf" Nan Nan Nan
1506 1984 4021 3 Louvroil Valenciennes Renault-Elf NA "Jacques Hanegraaf" Nan Nan Nan
1507 1984 4021 4 Valenciennes Béthune "Ferdi Van Den Haute  (La Redoute)" NA "Adri Van Der Poel" Nan Nan Nan
1508 1984 4021 5 Béthune Cergy-Pontoise "Paulo Ferreira  (Sporting Lisbonne-Raposeira)" NA "Vincent Barteau" Nan Nan Nan
1509 1984 4021 6 Cergy-Pontoise Alençon "Frank Hoste  (Boule D'Or-Europ Decor-Eddy Merckx)" NA "Vincent Barteau" Nan Nan Nan
1510 1984 4021 7 Alençon "Le Mans" "Laurent Fignon  (Renault-Elf)" NA "Vincent Barteau" Nan Nan Nan
1511 1984 4021 8 "Le Mans" Nantes "Pascal Jules  (Renault-Elf)" NA "Vincent Barteau" Nan Nan Nan
1512 1984 4021 9 Nantes Bordeaux "Jan Raas  (Kwantum Hallen-Decosol)" NA "Vincent Barteau" Nan Nan Nan
1513 1984 4021 10 Langon Pau "Eric Vanderaerden  (Panasonic-Raleigh)" NA "Vincent Barteau" Nan Nan Nan
1514 1984 4021 11 Pau Guzet-Neige "Robert Millar  (Peugeot-Shell-Michelin)" NA "Vincent Barteau" Nan Nan Nan
1515 1984 4021 12 Saint-Girons Blagnac "Pascal Poisson  (Renault-Elf)" NA "Vincent Barteau" Nan Nan Nan
1516 1984 4021 13 Blagnac Rodez "Pierre-Henri Mentheour  (Renault-Elf)" NA "Vincent Barteau" Nan Nan Nan
1517 1984 4021 14 Rodez "Domaine du Rouret" "Fons De Wolf  (Boule D'Or-Europ Decor-Eddy Merckx)" NA "Vincent Barteau" Nan Nan Nan
1518 1984 4021 15 "Domaine du Rouret" Grenoble "Frédéric Vichot  (Skil-Reydel-Sem)" NA "Vincent Barteau" Nan Nan Nan
1519 1984 4021 16 "Les Echelles" "La Ruchère" "Laurent Fignon  (Renault-Elf)" NA "Vincent Barteau" Nan Nan Nan
1520 1984 4021 17 Grenoble L'Alpe-d'Huez "Luis ''Lucho'' Herrera  (Varta)" NA "Laurent Fignon" Nan Nan Nan
1521 1984 4021 18 Bourg-d'Oisans "La Plagne" "Laurent Fignon  (Renault-Elf)" NA "Laurent Fignon" Nan Nan Nan
1522 1984 4021 19 "Aime (La Plagne)" Morzine "Angel Arroyo  (Reynolds-Papel Aluminio)" NA "Laurent Fignon" Nan Nan Nan
1523 1984 4021 20 Morzine Crans-Montana "Laurent Fignon  (Renault-Elf)" NA "Laurent Fignon" Nan Nan Nan
1524 1984 4021 21 Crans-Montana Villefranche-sur-Saône "Frank Hoste  (Boule D'Or-Europ Decor-Eddy Merckx)" NA "Laurent Fignon" Nan Nan Nan
1525 1984 4021 22 Villié-Morgon Villefranche-sur-Saône "Laurent Fignon  (Renault-Elf)" NA "Laurent Fignon" Nan Nan Nan
1526 1984 4021 23 Pantin Paris "Eric Vanderaerden  (Panasonic-Raleigh)" NA "Laurent Fignon" "Robert Millar" "Frank Hoste" "Greg Lemond"
1527 1985 4109 0 Plumelec Plumelec "Bernard Hinault  (La Vie Claire-Wonder-Radar)" NA "Bernard Hinault" Nan Nan NA
1528 1985 4109 1 Vannes Lanester "Rudy Matthijs  (Hitachi-Sunair-Splendor)" NA "Eric Vanderaerden" Nan Nan NA
1529 1985 4109 2 Lorient Vitré "Rudy Matthijs  (Hitachi-Sunair-Splendor)" NA "Eric Vanderaerden" Nan Nan NA
1530 1985 4109 3 Vitré Fougères "La Vie Claire-Wonder-Radar" NA "Eric Vanderaerden" Nan Nan NA
1531 1985 4109 4 Fougères Pont-Audemer "Gerrit Solleveld  (Kwantum Hallen-Decosol)" NA "Kim Andersen" Nan Nan NA
1532 1985 4109 5 Neufchatel-en-Bray Roubaix "Henri Manders  (Kwantum Hallen-Decosol)" NA "Kim Andersen" Nan Nan NA
1533 1985 4109 6 Roubaix Reims "Francis Castaing  (Peugeot-Shell-Michelin)" NA "Kim Andersen" Nan Nan NA
1534 1985 4109 7 Reims Nancy "Ludwig Wijnants  (Tönissteiner - Tw Rock - Basf - Humo)" NA "Kim Andersen" Nan Nan NA
1535 1985 4109 8 Sarrebourg Strasbourg "Bernard Hinault  (La Vie Claire-Wonder-Radar)" NA "Bernard Hinault" Nan Nan NA
1536 1985 4109 9 Strasbourg Epinal "Maarten Ducrot  (Kwantum Hallen-Decosol)" NA "Bernard Hinault" Nan Nan NA
1537 1985 4109 10 Epinal Pontarlier "Jorgen Pedersen  (Carrera Jeans-Inoxpran)" NA "Bernard Hinault" Nan Nan NA
1538 1985 4109 11 Pontarlier Avoriaz "Luis ''Lucho'' Herrera  (Café De Colombia-Varta-Mavic)" NA "Bernard Hinault" Nan Nan NA
1539 1985 4109 12 Morzine Lans-en-Vercors "Fabio Parra  (Café De Colombia-Varta-Mavic)" NA "Bernard Hinault" Nan Nan NA
1540 1985 4109 13 Lans-en-Vercors Villard-de-Lans "Eric Vanderaerden  (Panasonic-Raleigh)" NA "Bernard Hinault" Nan Nan NA
1541 1985 4109 14 Autrans Saint-Etienne "Luis ''Lucho'' Herrera  (Café De Colombia-Varta-Mavic)" NA "Bernard Hinault" Nan Nan NA
1542 1985 4109 15 Saint-Etienne Aurillac "Eduardo Chozas Olmo  (Reynolds-Ts Batteries)" NA "Bernard Hinault" Nan Nan NA
1543 1985 4109 16 Aurillac Toulouse "Frédéric Vichot  (Skil-Sem-Kas-Miko)" NA "Bernard Hinault" Nan Nan NA
1544 1985 4109 17 Toulouse Luz-Ardiden "Pedro Delgado  (Seat-Orbea)" NA "Bernard Hinault" Nan Nan NA
1545 1985 4109 18.1 Luz-Saint-Sauveur "Col d'Aubisque" "Stephen Roche  (La Redoute)" NA "Bernard Hinault" Nan Nan NA
1546 1985 4109 18.2 Laruns Pau "Régis Simon  (La Redoute)" NA "Bernard Hinault" Nan Nan NA
1547 1985 4109 19 Pau Bordeaux "Eric Vanderaerden  (Panasonic-Raleigh)" NA "Bernard Hinault" Nan Nan NA
1548 1985 4109 20 Montpon-Monesterol Limoges "Johan Lammerts  (Panasonic-Raleigh)" NA "Bernard Hinault" Nan Nan NA
1549 1985 4109 21 Limoges "Lac de Vassivière" "Greg Lemond  (La Vie Claire-Wonder-Radar)" NA "Bernard Hinault" Nan Nan NA
1550 1985 4109 22 Orléans Paris "Rudy Matthijs  (Hitachi-Sunair-Splendor)" NA "Bernard Hinault" "Luis ''Lucho'' Herrera" "Sean Kelly" NA
1551 1986 4094 0 Boulogne-Billancourt Boulogne-Billancourt "Thierry Marie  (Systeme U)" NA "Thierry Marie" Nan Nan Nan
1552 1986 4094 1 Nanterre Sceaux "Pol Verschuere  (Fagor)" NA "Alex Stieda" Nan Nan Nan
1553 1986 4094 2 Meudon Saint-Quentin-en-Yvelines "Systeme U" NA "Thierry Marie" Nan Nan Nan
1554 1986 4094 3 Levallois-Perret Liévin "Jean-Philippe Vandenbrande  (Hitachi-Marc-Splendor)" NA "Thierry Marie" Nan Nan Nan
1555 1986 4094 4 Liévin Evreux "Pello Ruiz-Cabestany  (Seat-Orbea)" NA "Dominique Gaigne" Nan Nan Nan
1556 1986 4094 5 Evreux Villers-sur-Mer "Johan Van Der Velde  (Panasonic)" NA "Johan Van Der Velde" Nan Nan Nan
1557 1986 4094 6 Villers-sur-Mer Cherbourg-en-Cotentin "Guido Bontempi  (Carrera Jeans)" NA "Johan Van Der Velde" Nan Nan Nan
1558 1986 4094 7 Cherbourg-en-Cotentin "Saint-Hilaire du Harcouët" "Ludo Peeters  (Kwantum Hallen-Decosol)" NA "Jorgen Pedersen" Nan Nan Nan
1559 1986 4094 8 "Saint-Hilaire du Harcouët" Nantes "Eddy Planckaert  (Panasonic)" NA "Jorgen Pedersen" Nan Nan Nan
1560 1986 4094 9 Nantes Nantes "Bernard Hinault  (La Vie Claire-Wonder-Radar)" NA "Jorgen Pedersen" Nan Nan Nan
1561 1986 4094 10 Nantes Futuroscope "Giuseppe Saronni  (Teka)" NA "Jorgen Pedersen" Nan Nan Nan
1562 1986 4094 11 Futuroscope Bordeaux "Rudy Dhaenens  (Hitachi-Marc-Splendor)" NA "Jorgen Pedersen" Nan Nan Nan
1563 1986 4094 12 Bayonne Pau "Pedro Delgado  (Pdm)" NA "Bernard Hinault" Nan Nan Nan
1564 1986 4094 13 Pau Superbagnères "Greg Lemond  (La Vie Claire-Wonder-Radar)" NA "Bernard Hinault" Nan Nan Nan
1565 1986 4094 14 Superbagnères Blagnac "Niki Ruttiman  (La Vie Claire-Wonder-Radar)" NA "Bernard Hinault" Nan Nan Nan
1566 1986 4094 15 Carcassonne Nîmes "Frank Hoste  (Fagor)" NA "Bernard Hinault" Nan Nan Nan
1567 1986 4094 16 Nîmes Gap "Jean-François Bernard  (La Vie Claire-Wonder-Radar)" NA "Bernard Hinault" Nan Nan Nan
1568 1986 4094 17 Gap Serre-Chevalier "Eduardo Chozas Olmo  (Teka)" NA "Greg Lemond" Nan Nan Nan
1569 1986 4094 18 Briançon L'Alpe-d'Huez "Bernard Hinault  (La Vie Claire-Wonder-Radar)" NA "Greg Lemond" Nan Nan Nan
1570 1986 4094 19 Villard-de-Lans Saint-Etienne "Julian Gorospe  (Reynolds-Ts Batteries)" NA "Greg Lemond" Nan Nan Nan
1571 1986 4094 20 Saint-Etienne Saint-Etienne "Bernard Hinault  (La Vie Claire-Wonder-Radar)" NA "Greg Lemond" Nan Nan Nan
1572 1986 4094 21 Saint-Etienne "Puy de Dôme" "Erich Maechler  (Carrera Jeans)" NA "Greg Lemond" Nan Nan Nan
1573 1986 4094 22 Clermont-Ferrand Nevers "Guido Bontempi  (Carrera Jeans)" NA "Greg Lemond" Nan Nan Nan
1574 1986 4094 23 Cosne Paris "Guido Bontempi  (Carrera Jeans)" NA "Greg Lemond" "Bernard Hinault" "Eric Vanderaerden" "Andrew ''Andy'' Hampsten"
1575 1987 4231 0 Berlin Berlin "Jelle Nijdam  (Superconfex-Kwantum-Yoko-Colnago)" NA "Jelle Nijdam" Nan Nan Nan
1576 1987 4231 1 Berlin Berlin "Nico Verhoeven  (Superconfex-Kwantum-Yoko-Colnago)" NA "Lech Piasecki" Nan Nan Nan
1577 1987 4231 2 Berlin Berlin "Carrera Jeans" NA "Lech Piasecki" Nan Nan Nan
1578 1987 4231 3 Karlsruhe Stuttgart "Acacio Da Silva  (Kas-Miko-Mavic)" NA "Erich Maechler" Nan Nan Nan
1579 1987 4231 4 Stuttgart Pforzheim "Herman Frison  (Roland-Skala-Chiori-Colnago)" NA "Erich Maechler" Nan Nan Nan
1580 1987 4231 5 Pforzheim Strasbourg "Marc Sergeant  (Joker-Emerxil-Eddy Merckx)" NA "Erich Maechler" Nan Nan Nan
1581 1987 4231 6 Strasbourg Epinal "Christophe Lavainne  (Systeme U)" NA "Erich Maechler" Nan Nan Nan
1582 1987 4231 7 Epinal Troyes "Manuel-Jorge Dominguez  (B.H.)" NA "Erich Maechler" Nan Nan Nan
1583 1987 4231 8 Troyes Epinay-sous-Sénart "Jean-Paul Van Poppel  (Superconfex-Kwantum-Yoko-Colnago)" NA "Erich Maechler" Nan Nan Nan
1584 1987 4231 9 Orléans Renazé "Adri Van Der Poel  (Pdm)" NA "Erich Maechler" Nan Nan Nan
1585 1987 4231 10 Saumur Futuroscope "Stephen Roche  (Carrera Jeans)" NA "Charly Mottet" Nan Nan Nan
1586 1987 4231 11 Poitiers Chaumeil "Martial Gayant  (Systeme U)" NA "Martial Gayant" Nan Nan Nan
1587 1987 4231 12 Brive-la-Gaillarde Bordeaux "Davis Phinney  (Seven Eleven-Hoonved)" NA "Martial Gayant" Nan Nan Nan
1588 1987 4231 13 Bayonne Pau "Erik Breukink  (Panasonic-Isostar)" NA "Charly Mottet" Nan Nan Nan
1589 1987 4231 14 Pau Luz-Ardiden "Dag Otto Lauritzen  (Seven Eleven-Hoonved)" NA "Charly Mottet" Nan Nan Nan
1590 1987 4231 15 Tarbes Blagnac "Rolf Golz  (Superconfex-Kwantum-Yoko-Colnago)" NA "Charly Mottet" Nan Nan Nan
1591 1987 4231 16 Blagnac Millau "Régis Clere  (Teka)" NA "Charly Mottet" Nan Nan Nan
1592 1987 4231 17 Millau Avignon "Jean-Paul Van Poppel  (Superconfex-Kwantum-Yoko-Colnago)" NA "Charly Mottet" Nan Nan Nan
1593 1987 4231 18 Carpentras "Mont Ventoux" "Jean-François Bernard  (Toshiba-Look-La Vie Claire)" NA "Jean-François Bernard" Nan Nan Nan
1594 1987 4231 19 Valréas Villard-de-Lans "Pedro Delgado  (Pdm)" NA "Stephen Roche" Nan Nan Nan
1595 1987 4231 20 Villard-de-Lans L'Alpe-d'Huez "Federico Echave  (B.H.)" NA "Pedro Delgado" Nan Nan Nan
1596 1987 4231 21 Bourg-d'Oisans "La Plagne" "Laurent Fignon  (Systeme U)" NA "Pedro Delgado" Nan Nan Nan
1597 1987 4231 22 "Aime (La Plagne)" Morzine "Eduardo Chozas Olmo  (Teka)" NA "Pedro Delgado" Nan Nan Nan
1598 1987 4231 23 "Saint Julien en Genevois" Dijon "Régis Clere  (Teka)" NA "Pedro Delgado" Nan Nan Nan
1599 1987 4231 24 Dijon Dijon "Jean-François Bernard  (Toshiba-Look-La Vie Claire)" NA "Stephen Roche" Nan Nan Nan
1600 1987 4231 25 Créteil Paris "Jeff Pierce  (Seven Eleven-Hoonved)" NA "Stephen Roche" "Luis ''Lucho'' Herrera" "Jean-Paul Van Poppel" "Raúl Alcalá"
1601 1988 3286 0 "La Baule" "La Baule" "Guido Bontempi  (Carrera Jeans-Vagabond)" NA "Guido Bontempi" Nan Nan NA
1602 1988 3286 1 Pontchateau Machecoul "Steve Bauer  (Weinmann-La Suisse-S.M.M. Uster)" NA "Steve Bauer" Nan Nan NA
1603 1988 3286 2 "La Haye Fouassière" Ancenis Panasonic-Isostar NA "Teun Van Vliet" Nan Nan NA
1604 1988 3286 3 Nantes "Le Mans" "Jean-Paul Van Poppel  (Superconfex-Yoko-Opel)" NA "Teun Van Vliet" Nan Nan NA
1605 1988 3286 4 "Le Mans" Evreux "Acacio Da Silva  (Kas-Canal 10-Mavic)" NA "Teun Van Vliet" Nan Nan NA
1606 1988 3286 5 Neufchatel-en-Bray Liévin "Jelle Nijdam  (Superconfex-Yoko-Opel)" NA "Henk Lubberding" Nan Nan NA
1607 1988 3286 6 Liévin Wasquehal "Sean Yates  (Fagor)" NA "Jelle Nijdam" Nan Nan NA
1608 1988 3286 7 Wasquehal Reims "Valerio Tebaldi  (Chateau D'Ax)" NA "Jelle Nijdam" Nan Nan NA
1609 1988 3286 8 Reims Nancy "Rolf Golz  (Superconfex-Yoko-Opel)" NA "Steve Bauer" Nan Nan NA
1610 1988 3286 9 Nancy Strasbourg "Jérôme Simon  (Z-Peugeot)" NA "Steve Bauer" Nan Nan NA
1611 1988 3286 10 Belfort Besançon "Jean-Paul Van Poppel  (Superconfex-Yoko-Opel)" NA "Steve Bauer" Nan Nan NA
1612 1988 3286 11 Besançon Morzine "Fabio Parra  (Kelme)" NA "Steve Bauer" Nan Nan NA
1613 1988 3286 12 Morzine L'Alpe-d'Huez "Steven Rooks  (P.D.M)" NA "Pedro Delgado" Nan Nan NA
1614 1988 3286 13 Grenoble Villard-de-Lans "Pedro Delgado  (Reynolds)" NA "Pedro Delgado" Nan Nan NA
1615 1988 3286 14 Blagnac Guzet-Neige "Massimo Ghirotto  (Carrera Jeans-Vagabond)" NA "Pedro Delgado" Nan Nan NA
1616 1988 3286 15 Saint-Girons Luz-Ardiden "Laudelino Cubino Gonzalez  (B.H.)" NA "Pedro Delgado" Nan Nan NA
1617 1988 3286 16 Tarbes Pau "Adri Van Der Poel  (P.D.M)" NA "Pedro Delgado" Nan Nan NA
1618 1988 3286 17 Pau Bordeaux "Jean-Paul Van Poppel  (Superconfex-Yoko-Opel)" NA "Pedro Delgado" Nan Nan NA
1619 1988 3286 18 Ruelle Limoges "Gianni Bugno  (Chateau D'Ax)" NA "Pedro Delgado" Nan Nan NA
1620 1988 3286 19 Limoges "Puy de Dôme" "Johnny Weltz  (Fagor)" NA "Pedro Delgado" Nan Nan NA
1621 1988 3286 20 Clermont-Ferrand Chalon-sur-Saône "Thierry Marie  (Systeme U)" NA "Pedro Delgado" Nan Nan NA
1622 1988 3286 21 Santenay Santenay "Juan Martinez-Oliver  (Kelme)" NA "Pedro Delgado" Nan Nan NA
1623 1988 3286 22 Nemours Paris "Jean-Paul Van Poppel  (Superconfex-Yoko-Opel)" NA "Pedro Delgado" "Steven Rooks" "Steven Rooks" NA
1624 1989 3285 0 Luxembourg Luxembourg "Erik Breukink  (Panasonic-Isostar)" NA "Erik Breukink" Nan Nan Nan
1625 1989 3285 1 Luxembourg Luxembourg "Acacio Da Silva  (Carrera Jeans-Vagabond)" NA "Acacio Da Silva" Nan Nan Nan
1626 1989 3285 2 Luxembourg Luxembourg "Super U" NA "Acacio Da Silva" Nan Nan Nan
1627 1989 3285 3 Luxembourg Spa "Raúl Alcalá  (Pdm)" NA "Acacio Da Silva" Nan Nan Nan
1628 1989 3285 4 Liège Wasquehal "Jelle Nijdam  (Superconfex-Yoko-Opel)" NA "Acacio Da Silva" Nan Nan Nan
1629 1989 3285 5 Dinard Rennes "Greg Lemond  (Adr-Agrigel-Bottecchia)" NA "Greg Lemond" Nan Nan Nan
1630 1989 3285 6 Rennes Futuroscope "Joël Pelier  (B.H.)" NA "Greg Lemond" Nan Nan Nan
1631 1989 3285 7 Futuroscope Bordeaux "Etienne De Wilde  (Histor-Sigma-Fina)" NA "Greg Lemond" Nan Nan Nan
1632 1989 3285 8 "La Bastide d'Armagnac" Pau "Martin Earley  (Pdm)" NA "Greg Lemond" Nan Nan Nan
1633 1989 3285 9 Pau Cauterets "Miguel Indurain  (Reynolds-Banesto)" NA "Greg Lemond" Nan Nan Nan
1634 1989 3285 10 Cauterets Superbagnères "Robert Millar  (Z-Peugeot)" NA "Laurent Fignon" Nan Nan Nan
1635 1989 3285 11 Luchon Blagnac "Mathieu Hermans  (Paternina-Marcos-Equizabal)" NA "Laurent Fignon" Nan Nan Nan
1636 1989 3285 12 Toulouse Montpellier "Valerio Tebaldi  (Chateau D'Ax)" NA "Laurent Fignon" Nan Nan Nan
1637 1989 3285 13 Montpellier Marseille "Vincent Barteau  (Super U)" NA "Laurent Fignon" Nan Nan Nan
1638 1989 3285 14 Marseille Gap "Jelle Nijdam  (Superconfex-Yoko-Opel)" NA "Laurent Fignon" Nan Nan Nan
1639 1989 3285 15 Gap Orcières-Merlette "Steven Rooks  (Pdm)" NA "Greg Lemond" Nan Nan Nan
1640 1989 3285 16 Gap Briançon "Pascal Richard  (Helvetia-La Suisse)" NA "Greg Lemond" Nan Nan Nan
1641 1989 3285 17 Briançon L'Alpe-d'Huez "Gert-Jan Theunisse  (Pdm)" NA "Laurent Fignon" Nan Nan Nan
1642 1989 3285 18 Bourg-d'Oisans Villard-de-Lans "Laurent Fignon  (Super U)" NA "Laurent Fignon" Nan Nan Nan
1643 1989 3285 19 Villard-de-Lans Aix-les-Bains "Greg Lemond  (Adr-Agrigel-Bottecchia)" NA "Laurent Fignon" Nan Nan Nan
1644 1989 3285 20 Aix-les-Bains "L'Isle d'Abeau" "Giovanni Fidanza  (Chateau D'Ax)" NA "Laurent Fignon" Nan Nan Nan
1645 1989 3285 21 Versailles Paris "Greg Lemond  (Adr-Agrigel-Bottecchia)" NA "Greg Lemond" "Gert-Jan Theunisse" "Sean Kelly" "Fabrice Philipot"
1646 1990 3504 0 Futuroscope Futuroscope "Thierry Marie  (Castorama-Raleigh)" NA "Thierry Marie" Nan Nan Nan
1647 1990 3504 1 Futuroscope Futuroscope "Frans Maassen  (Buckler)" NA "Steve Bauer" Nan Nan Nan
1648 1990 3504 2 Futuroscope Futuroscope Panasonic-Sportlife NA "Steve Bauer" Nan Nan Nan
1649 1990 3504 3 Poitiers Nantes "Moreno Argentin  (Ariostea)" NA "Steve Bauer" Nan Nan Nan
1650 1990 3504 4 Nantes Mont-Saint-Michel "Johan Museeuw  (Lotto-Superclub)" NA "Steve Bauer" Nan Nan Nan
1651 1990 3504 5 Avranches Rouen "Gerrit Solleveld  (Buckler)" NA "Steve Bauer" Nan Nan Nan
1652 1990 3504 6 Sarrebourg Vittel "Jelle Nijdam  (Buckler)" NA "Steve Bauer" Nan Nan Nan
1653 1990 3504 7 Vittel Epinal "Raúl Alcalá  (Pdm)" NA "Steve Bauer" Nan Nan Nan
1654 1990 3504 8 Epinal Besançon "Olaf Ludwig  (Panasonic-Sportlife)" NA "Steve Bauer" Nan Nan Nan
1655 1990 3504 9 Besançon Genève "Massimo Ghirotto  (Carrera Jeans-Vagabond)" NA "Steve Bauer" Nan Nan Nan
1656 1990 3504 10 Genève Saint-Gervais "Thierry Claveyrolat  (Rmo- Mavic-Liberia)" NA "Ronan Pensec" Nan Nan Nan
1657 1990 3504 11 Saint-Gervais L'Alpe-d'Huez "Gianni Bugno  (Chateau D'Ax)" NA "Ronan Pensec" Nan Nan Nan
1658 1990 3504 12 Fontaine Villard-de-Lans "Erik Breukink  (Pdm)" NA "Claudio Chiappucci" Nan Nan Nan
1659 1990 3504 13 Villard-de-Lans Saint-Etienne "Eduardo Chozas Olmo  (Once)" NA "Claudio Chiappucci" Nan Nan Nan
1660 1990 3504 14 "Le Puy en Velay" Millau "Marino Lejaretta  (Once)" NA "Claudio Chiappucci" Nan Nan Nan
1661 1990 3504 15 Millau Revel "Charly Mottet  (Rmo- Mavic-Liberia)" NA "Claudio Chiappucci" Nan Nan Nan
1662 1990 3504 16 Blagnac Luz-Ardiden "Miguel Indurain  (Banesto)" NA "Claudio Chiappucci" Nan Nan Nan
1663 1990 3504 17 Lourdes Pau "Dimitri Konyshev  (Alfa Lum)" NA "Claudio Chiappucci" Nan Nan Nan
1664 1990 3504 18 Pau Bordeaux "Gianni Bugno  (Chateau D'Ax)" NA "Claudio Chiappucci" Nan Nan Nan
1665 1990 3504 19 Castillon-la-Bataille Limoges "Guido Bontempi  (Carrera Jeans-Vagabond)" NA "Claudio Chiappucci" Nan Nan Nan
1666 1990 3504 20 "Lac de Vassivière" "Lac de Vassivière" "Erik Breukink  (Pdm)" NA "Greg Lemond" Nan Nan Nan
1667 1990 3504 21 Brétigny-sur-Orge Paris "Johan Museeuw  (Lotto-Superclub)" NA "Greg Lemond" "Thierry Claveyrolat" "Olaf Ludwig" "Gilles Delion"
1668 1991 3914 0 Lyon Lyon "Thierry Marie  (Castorama)" NA "Thierry Marie" Nan Nan Nan
1669 1991 3914 1 Lyon Lyon "Djamolidine Abdoujaparov  (Carrera Jeans)" NA "Greg Lemond" Nan Nan Nan
1670 1991 3914 2 Bron Chassieu Ceramiche-Ariostea NA "Rolf Sorensen" Nan Nan Nan
1671 1991 3914 3 Villeurbanne Dijon "Etienne De Wilde  (Histor-Sigma)" NA "Rolf Sorensen" Nan Nan Nan
1672 1991 3914 4 Dijon Reims "Djamolidine Abdoujaparov  (Carrera Jeans)" NA "Rolf Sorensen" Nan Nan Nan
1673 1991 3914 5 Reims Valenciennes "Henk Nijdam  (Buckler)" NA "Rolf Sorensen" Nan Nan Nan
1674 1991 3914 6 "Arras Citadelle" "Le Havre" "Thierry Marie  (Castorama)" NA "Thierry Marie" Nan Nan Nan
1675 1991 3914 7 "Le Havre" Argentan "Jean-Paul Van Poppel  (Pdm-Concorde)" NA "Thierry Marie" Nan Nan Nan
1676 1991 3914 8 Argentan Alençon "Miguel Indurain  (Banesto)" NA "Greg Lemond" Nan Nan Nan
1677 1991 3914 9 Alençon Rennes "Mauro Ribeiro  (Rmo-Mavic)" NA "Greg Lemond" Nan Nan Nan
1678 1991 3914 10 Rennes Quimper "Phil Anderson  (Motorola)" NA "Greg Lemond" Nan Nan Nan
1679 1991 3914 11 Quimper Saint-Herblain "Charly Mottet  (Rmo-Mavic)" NA "Greg Lemond" Nan Nan Nan
1680 1991 3914 12 Pau Jaca "Charly Mottet  (Rmo-Mavic)" NA "Luc Leblanc" Nan Nan Nan
1681 1991 3914 13 Jaca "Val Louron" "Claudio Chiappucci  (Carrera Jeans)" NA "Miguel Indurain" Nan Nan Nan
1682 1991 3914 14 "Saint Gaudens" Castres "Bruno Cenghialta  (Ceramiche-Ariostea)" NA "Miguel Indurain" Nan Nan Nan
1683 1991 3914 15 Albi Alès "Moreno Argentin  (Ceramiche-Ariostea)" NA "Miguel Indurain" Nan Nan Nan
1684 1991 3914 16 Alès Gap "Marco Lietti  (Ceramiche-Ariostea)" NA "Miguel Indurain" Nan Nan Nan
1685 1991 3914 17 Gap L'Alpe-d'Huez "Gianni Bugno  (Gatorade-Chateau D'Ax)" NA "Miguel Indurain" Nan Nan Nan
1686 1991 3914 18 Bourg-d'Oisans Morzine "Thierry Claveyrolat  (Rmo-Mavic)" NA "Miguel Indurain" Nan Nan Nan
1687 1991 3914 19 Morzine Aix-les-Bains "Dimitri Konyshev  (Tvm)" NA "Miguel Indurain" Nan Nan Nan
1688 1991 3914 20 Aix-les-Bains Macon "Vjatceslav Ekimov  (Panasonic-Sportlife)" NA "Miguel Indurain" Nan Nan Nan
1689 1991 3914 21 Lugny Macon "Miguel Indurain  (Banesto)" NA "Miguel Indurain" Nan Nan Nan
1690 1991 3914 22 Melun Paris "Dimitri Konyshev  (Tvm)" NA "Miguel Indurain" "Claudio Chiappucci" "Djamolidine Abdoujaparov" "Alvaro Mejia"
1691 1992 3983 0 Saint-Sébastien Saint-Sébastien "Miguel Indurain  (Banesto)" NA "Miguel Indurain" Nan Nan Nan
1692 1992 3983 1 Saint-Sébastien Saint-Sébastien "Dominique Arnould  (Castorama)" NA "Alex Zulle" Nan Nan Nan
1693 1992 3983 2 Saint-Sébastien Pau "Javier Murguialday  (Amaya Seguros)" NA "Richard Virenque" Nan Nan Nan
1694 1992 3983 3 Pau Bordeaux "Rob Harmeling  (Tvm)" NA "Pascal Lino" Nan Nan Nan
1695 1992 3983 4 Libourne Libourne Panasonic-Sportlife NA "Pascal Lino" Nan Nan Nan
1696 1992 3983 5 Nogent-sur-Oise Wasquehal "Guido Bontempi  (Carrera Jeans-Tassoni)" NA "Pascal Lino" Nan Nan Nan
1697 1992 3983 6 Roubaix Bruxelles "Laurent Jalabert  (Once)" NA "Pascal Lino" Nan Nan Nan
1698 1992 3983 7 Bruxelles Valkenburg "Gilles Delion  (Helvetia-Commodore)" NA "Pascal Lino" Nan Nan Nan
1699 1992 3983 8 Valkenburg Coblence "Jan Nevens  (Lotto-Belgacom)" NA "Pascal Lino" Nan Nan Nan
